path,url,language,currentStatus,sourceOfUrl,sourceEvidence,inSitemap,inRouteInventory,inAppRoutes,inSeoRegistry,inBlogArticles,exactBlogSlugIfAny,exactProductPageIfAny,relatedExistingBlogPages,relatedExistingProductPages,wasExistingBeforeSeoRegistry,wasCreatedBySeoRegistryWork,isManualInferredCandidate,primaryIntent,intentAlreadyOwnedBy,duplicateRisk,allowedAction,blockedReason,approvedByHuman,notes
/ru/blog/karusel-dlya-otzyvov-s-ii,https://gotoflow.io/ru/blog/karusel-dlya-otzyvov-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/karusel-dlya-otzyvov-s-ii.md,yes,yes,no,no,yes,karusel-dlya-otzyvov-s-ii,,,,yes,no,no,"пользователь хочет узнать, как красиво и эффективно публиковать отзывы и кейсы в соцсетях, не используя просто скриншоты переписок",src/content/blog/articles/karusel-dlya-otzyvov-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=отзывы клиентов в карусели; cluster=AI Carousel Strategy; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/karusel-dlya-zapuska-produkta-s-ii,https://gotoflow.io/ru/blog/karusel-dlya-zapuska-produkta-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/karusel-dlya-zapuska-produkta-s-ii.md,yes,yes,no,no,yes,karusel-dlya-zapuska-produkta-s-ii,,,,yes,no,no,"пользователь хочет понять, как структурировать контент-воронку в формате каруселей для успешного старта продаж",src/content/blog/articles/karusel-dlya-zapuska-produkta-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=карусель для запуска продукта; cluster=AI Carousel Strategy; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/karusel-ili-setka-v-instagram,https://gotoflow.io/ru/blog/karusel-ili-setka-v-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/karusel-ili-setka-v-instagram.md,yes,yes,no,no,yes,karusel-ili-setka-v-instagram,,,,yes,no,no,informational/comparison,src/content/blog/articles/karusel-ili-setka-v-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=карусель или сетка в инстаграм; cluster=ru:instagram-carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=comparison; relatedProductRoute=/ru/ai-generator-karuselej; forbiddenNearDuplicates=
/ru/blog/karuseli-dlya-ekspertov-s-ii,https://gotoflow.io/ru/blog/karuseli-dlya-ekspertov-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/karuseli-dlya-ekspertov-s-ii.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,karuseli-dlya-ekspertov-s-ii,,,,yes,no,no,"пользователь (эксперт в сложной нише: юрист, врач, IT) хочет понять, как адаптировать свои знания под формат каруселей, чтобы это было понятно аудитории",src/content/blog/articles/karuseli-dlya-ekspertov-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=карусели для экспертов; cluster=AI Carousel Strategy; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/karuseli-dlya-onlayn-shkol-s-ii,https://gotoflow.io/ru/blog/karuseli-dlya-onlayn-shkol-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/karuseli-dlya-onlayn-shkol-s-ii.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,karuseli-dlya-onlayn-shkol-s-ii,,,,yes,no,no,пользователь (владелец школы или продюсер) ищет способы генерации полезного контента для привлечения лидов на образовательные программы,src/content/blog/articles/karuseli-dlya-onlayn-shkol-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=карусели для онлайн-школ; cluster=AI Carousel Strategy; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/karuseli-dlya-smm-agentstva-s-ii,https://gotoflow.io/ru/blog/karuseli-dlya-smm-agentstva-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/karuseli-dlya-smm-agentstva-s-ii.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,karuseli-dlya-smm-agentstva-s-ii,,,,yes,no,no,пользователь (SMM-менеджер или владелец агентства) ищет способы снизить затраты времени на рутинное производство контента для клиентов,src/content/blog/articles/karuseli-dlya-smm-agentstva-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=карусели для smm-агентства; cluster=AI Carousel Workflow; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/konstruktor-karuseley-onlayn,https://gotoflow.io/ru/blog/konstruktor-karuseley-onlayn,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/konstruktor-karuseley-onlayn.md,yes,yes,no,no,yes,konstruktor-karuseley-onlayn,,,,yes,no,no,commercial/informational,src/content/blog/articles/konstruktor-karuseley-onlayn.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=конструктор каруселей онлайн; cluster=ru:ii-carousel-generator; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=comparison; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/krasivye-posty-dlya-vk-oformlenie,https://gotoflow.io/ru/blog/krasivye-posty-dlya-vk-oformlenie,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/krasivye-posty-dlya-vk-oformlenie.md,yes,yes,no,no,yes,krasivye-posty-dlya-vk-oformlenie,,,,yes,no,no,пользователь хочет оформить пост ВКонтакте аккуратно и понятно,src/content/blog/articles/krasivye-posty-dlya-vk-oformlenie.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=красивые посты для вк; cluster=vk_content; relatedProductRoute=/ru/generator-kontenta | ownerRole=supporting; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/luchshie-ai-generatory-karuselej,https://gotoflow.io/ru/blog/luchshie-ai-generatory-karuselej,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/App.jsx exact route ; src/content/blog/articles/luchshie-ai-generatory-karuselej.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,yes,no,yes,luchshie-ai-generatory-karuselej,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/luchshie-ai-generatory-karuselej.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,"RouteSchemaInjector config: Сравниваем лучшие AI-генераторы каруселей для Instagram, LinkedIn и соцсетей по удобству, функциям и цене. Выберите идеальную нейросеть для контента. | Сравниваем лучшие AI-генераторы каруселей для Instagram, LinkedIn и соцсетей по удобству, функциям и цене. Выберите идеальную нейросеть для контента. | primaryKeyword=ai генераторы каруселей; cluster=; relatedProductRoute="
/ru/blog/massovoe-sozdanie-karuseley-s-ii,https://gotoflow.io/ru/blog/massovoe-sozdanie-karuseley-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/massovoe-sozdanie-karuseley-s-ii.md,yes,yes,no,no,yes,massovoe-sozdanie-karuseley-s-ii,,,,yes,no,no,informational/use-case,src/content/blog/articles/massovoe-sozdanie-karuseley-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=массовое создание каруселей с ии; cluster=ru:ii-carousel-generator; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=workflow_article; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/mnogostranichnye-karuseli-prezentacii,https://gotoflow.io/ru/blog/mnogostranichnye-karuseli-prezentacii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/mnogostranichnye-karuseli-prezentacii.md,yes,yes,no,no,yes,mnogostranichnye-karuseli-prezentacii,,,,yes,no,no,informational/guide,src/content/blog/articles/mnogostranichnye-karuseli-prezentacii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=многостраничные карусели; cluster=ru:instagram-carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=how_to; relatedProductRoute=/ru/ai-generator-karuselej; forbiddenNearDuplicates=
/ru/blog/neyroset-dlya-napisaniya-postov-obzor,https://gotoflow.io/ru/blog/neyroset-dlya-napisaniya-postov-obzor,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/neyroset-dlya-napisaniya-postov-obzor.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,neyroset-dlya-napisaniya-postov-obzor,,,,yes,no,no,Social post generation / content support,src/content/blog/articles/neyroset-dlya-napisaniya-postov-obzor.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=нейросеть для написания постов; cluster=; relatedProductRoute=
/ru/blog/neyroset-dlya-postov,https://gotoflow.io/ru/blog/neyroset-dlya-postov,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/neyroset-dlya-postov.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,neyroset-dlya-postov,,,,yes,no,no,learn how to use ai for social media posts,src/content/blog/articles/neyroset-dlya-postov.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=нейросеть для постов; cluster=AI Content Creation; relatedProductRoute=/ru/generator-postov-instagram | ownerRole=hub; relatedProductRoute=/ru/generator-postov-instagram; forbiddenNearDuplicates=
/ru/blog/oblozhka-dlya-karuseli-instagram,https://gotoflow.io/ru/blog/oblozhka-dlya-karuseli-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/oblozhka-dlya-karuseli-instagram.md,yes,yes,no,no,yes,oblozhka-dlya-karuseli-instagram,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/oblozhka-dlya-karuseli-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=обложка для карусели инстаграм; cluster=; relatedProductRoute=
/ru/blog/oshibki-v-karuselyah-instagram,https://gotoflow.io/ru/blog/oshibki-v-karuselyah-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/oshibki-v-karuselyah-instagram.md,yes,yes,no,no,yes,oshibki-v-karuselyah-instagram,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/oshibki-v-karuselyah-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=ошибки в каруселях инстаграм; cluster=; relatedProductRoute=
/ru/blog/pervyy-post-vkontakte-s-ii,https://gotoflow.io/ru/blog/pervyy-post-vkontakte-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/pervyy-post-vkontakte-s-ii.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,pervyy-post-vkontakte-s-ii,,,,yes,no,no,informational/beginner,src/content/blog/articles/pervyy-post-vkontakte-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=первый пост в вк с помощью ии; cluster=ru:vk-content; relatedProductRoute=/ru/generator-kontenta | ownerRole=how_to; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/pochemu-instagram-obrezaet-foto-v-karuseli,https://gotoflow.io/ru/blog/pochemu-instagram-obrezaet-foto-v-karuseli,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/pochemu-instagram-obrezaet-foto-v-karuseli.md,yes,yes,no,no,yes,pochemu-instagram-obrezaet-foto-v-karuseli,,,,yes,no,no,informational/troubleshooting,src/content/blog/articles/pochemu-instagram-obrezaet-foto-v-karuseli.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=почему инстаграм обрезает фото в карусели; cluster=ru:instagram-carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=technical_guide; relatedProductRoute=/ru/ai-generator-karuselej; forbiddenNearDuplicates=
/ru/blog/primery-karuseley-instagram,https://gotoflow.io/ru/blog/primery-karuseley-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/primery-karuseley-instagram.md,yes,yes,no,no,yes,primery-karuseley-instagram,,,,yes,no,no,поиск визуального вдохновения и структурных шаблонов для постов,src/content/blog/articles/primery-karuseley-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=примеры каруселей инстаграм; cluster=Carousel design; relatedProductRoute=
/ru/blog/primery-karuseley-linkedin,https://gotoflow.io/ru/blog/primery-karuseley-linkedin,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/primery-karuseley-linkedin.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,primery-karuseley-linkedin,,,,yes,no,no,informational/investigational,src/content/blog/articles/primery-karuseley-linkedin.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=примеры каруселей linkedin; cluster=Carousel design / carousel examples; relatedProductRoute=/ru/generator-karuselej-linkedin
/ru/blog/prompty-dlya-karuseley-linkedin,https://gotoflow.io/ru/blog/prompty-dlya-karuseley-linkedin,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/prompty-dlya-karuseley-linkedin.md ; docs/seo-production-next-step-plan-2026-07-08.md,yes,yes,no,no,yes,prompty-dlya-karuseley-linkedin,,,,yes,no,no,"Пользователь хочет скопировать готовые промпты для ChatGPT, чтобы структурировать текст под слайды карусели в LinkedIn.",src/content/blog/articles/prompty-dlya-karuseley-linkedin.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=промпты для карусели linkedin; cluster=LinkedIn carousel prompts; relatedProductRoute=
/ru/blog/prompty-dlya-karuseley-v-instagram,https://gotoflow.io/ru/blog/prompty-dlya-karuseley-v-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/prompty-dlya-karuseley-v-instagram.md ; docs/seo-production-next-step-plan-2026-07-08.md,yes,yes,no,no,yes,prompty-dlya-karuseley-v-instagram,,,,yes,no,no,"пользователь хочет готовые промпты и шаблоны, чтобы быстро создавать карусели для Instagram без долгого придумывания структуры.",src/content/blog/articles/prompty-dlya-karuseley-v-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=промпты для каруселей в Инстаграм; cluster=AI content workflow; relatedProductRoute=
/ru/blog/psihologiya-karuseley-kak-uderzhat-vnimanie,https://gotoflow.io/ru/blog/psihologiya-karuseley-kak-uderzhat-vnimanie,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/psihologiya-karuseley-kak-uderzhat-vnimanie.md,yes,yes,no,no,yes,psihologiya-karuseley-kak-uderzhat-vnimanie,,,,yes,no,no,"пользователь хочет понять принципы, почему одни карусели дочитывают до конца, а другие бросают на втором слайде, и как улучшить удержание",src/content/blog/articles/psihologiya-karuseley-kak-uderzhat-vnimanie.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=психология каруселей; cluster=AI Carousel Engagement; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/razmer-foto-dlya-posta-vk-formaty,https://gotoflow.io/ru/blog/razmer-foto-dlya-posta-vk-formaty,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/razmer-foto-dlya-posta-vk-formaty.md,yes,yes,no,no,yes,razmer-foto-dlya-posta-vk-formaty,,,,yes,no,no,"пользователь хочет понять, какого размера делать фото или картинку для поста ВКонтакте",src/content/blog/articles/razmer-foto-dlya-posta-vk-formaty.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=размер поста в вк; cluster=vk_content; relatedProductRoute=/ru/generator-kontenta | ownerRole=format-guide; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/razmer-karuseli-v-instagram,https://gotoflow.io/ru/blog/razmer-karuseli-v-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/razmer-karuseli-v-instagram.md ; docs/seo-article-template-v2.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,razmer-karuseli-v-instagram,,,,yes,no,no,informational,src/content/blog/articles/razmer-karuseli-v-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=размер карусели в инстаграм; cluster=instagram_carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=support; relatedProductRoute=/ru/ai-generator-karuselej; forbiddenNearDuplicates=trebovaniya-k-video-v-karuseli
/ru/blog/razmer-posta-v-instagram-v-pikselih,https://gotoflow.io/ru/blog/razmer-posta-v-instagram-v-pikselih,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/razmer-posta-v-instagram-v-pikselih.md ; docs/seo-demand-00c-repo-validation-2026-07-06-report.md,yes,yes,no,no,yes,razmer-posta-v-instagram-v-pikselih,,,,yes,no,no,пользователь ищет размеры и форматы изображений для поста Instagram,src/content/blog/articles/razmer-posta-v-instagram-v-pikselih.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=размер поста в инстаграм; cluster=instagram_content; relatedProductRoute=/ru/generator-kontenta | ownerRole=format-guide; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/reels-ili-karuseli-chto-vybrat,https://gotoflow.io/ru/blog/reels-ili-karuseli-chto-vybrat,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/reels-ili-karuseli-chto-vybrat.md,yes,yes,no,no,yes,reels-ili-karuseli-chto-vybrat,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/reels-ili-karuseli-chto-vybrat.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=reels или карусели; cluster=; relatedProductRoute=/ru/ii-generator-karuseley
/ru/blog/shablony-karuseley-v-instagram,https://gotoflow.io/ru/blog/shablony-karuseley-v-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/shablony-karuseley-v-instagram.md ; docs/seo-page-system-audit-2026-07-08.md,yes,yes,no,no,yes,shablony-karuseley-v-instagram,,,,yes,no,no,"пользователь ищет готовые шаблоны или правила создания каруселей в Инстаграм, чтобы оформлять посты быстрее и привлекательнее.",src/content/blog/articles/shablony-karuseley-v-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=шаблоны каруселей в инстаграм; cluster=AI content workflow; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=supporting; relatedProductRoute=/ru/ai-generator-karuselej; forbiddenNearDuplicates= | Documented as existing or planned route in prior audit docs.
/ru/blog/struktura-prodayuschego-posta-v-telegram,https://gotoflow.io/ru/blog/struktura-prodayuschego-posta-v-telegram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/struktura-prodayuschego-posta-v-telegram.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md|docs/seo-vk-telegram-noindex-review-pages-2026-07-08.md,yes,yes,no,no,yes,struktura-prodayuschego-posta-v-telegram,,,,yes,no,no,Telegram post/content generation / support,src/content/blog/articles/struktura-prodayuschego-posta-v-telegram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=продающий пост в телеграм; cluster=; relatedProductRoute=/ru/generator-kontenta
/ru/blog/tekst-i-foto-dlya-posta-instagram,https://gotoflow.io/ru/blog/tekst-i-foto-dlya-posta-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/tekst-i-foto-dlya-posta-instagram.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,tekst-i-foto-dlya-posta-instagram,,,,yes,no,no,пользователь хочет связать подпись и визуал в цельный Instagram-пост,src/content/blog/articles/tekst-i-foto-dlya-posta-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=текст и фото для поста в инстаграм; cluster=instagram_content; relatedProductRoute=/ru/generator-kontenta | ownerRole=supporting; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/tekst-v-karusel-neyroset,https://gotoflow.io/ru/blog/tekst-v-karusel-neyroset,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/tekst-v-karusel-neyroset.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,tekst-v-karusel-neyroset,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/tekst-v-karusel-neyroset.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=текст в карусель нейросеть; cluster=; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=hub; relatedProductRoute=/; forbiddenNearDuplicates=iz-teksta-v-karusel
/ru/blog/temy-dlya-postov-v-linkedin,https://gotoflow.io/ru/blog/temy-dlya-postov-v-linkedin,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/temy-dlya-postov-v-linkedin.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,temy-dlya-postov-v-linkedin,,,,yes,no,no,Social post generation / content support,src/content/blog/articles/temy-dlya-postov-v-linkedin.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=темы для постов в linkedin; cluster=; relatedProductRoute=
/ru/blog/temy-postov-dlya-gruppy-vkontakte,https://gotoflow.io/ru/blog/temy-postov-dlya-gruppy-vkontakte,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/temy-postov-dlya-gruppy-vkontakte.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md|docs/seo-vk-telegram-noindex-review-pages-2026-07-08.md,yes,yes,no,no,yes,temy-postov-dlya-gruppy-vkontakte,,,,yes,no,no,пользователь ищет идеи публикаций для группы или сообщества ВКонтакте,src/content/blog/articles/temy-postov-dlya-gruppy-vkontakte.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=темы постов для вк; cluster=vk_content; relatedProductRoute=/ru/generator-kontenta | ownerRole=supporting; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/test-ru-seo-template,https://gotoflow.io/ru/blog/test-ru-seo-template,ru,existing_route_not_in_sitemap,existing_route_inventory,seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/test-ru-seo-template.md ; docs/seo-sitemap-audit-2026-07-08.md,no,yes,no,no,yes,test-ru-seo-template,,,,no,no,no,learn how to make carousel with ai,src/content/blog/articles/test-ru-seo-template.md,medium,keep_existing,,false,Present in route inventory but absent from sitemap; route-only status needs owner check. | primaryKeyword=создать инстаграм карусель; cluster=ai-carousel-maker; relatedProductRoute=
